tweet_id,tweet,"relevant_to? (R,P,O,N)","urgency_level","info_type"
2.33E+17,"@user rescuers and rubberboats badly needed in v. mapa along sta. mesa area, families are still stranded there. #rescueph (via @user ",R,2,urgent help needed
2.33E+17,@user @user 22 b evangelista st xavierville 1 qc. neil flores. 20 people in the house. please send help. #rescueph,R,2,urgent help needed
2.33E+17,@user cebu bloggers campaign for #rescueph  #reliefph #floodph please help spread the buzz:,"R,P",1,spread the word
2.33E+17,head to the nearest shelter if you need to evacuate. list here. more resources here. #floodsph,R,2,urgent help needed
2.33E+17,@user 21 stuck at the 2nd floor of a house at 22 b evangelista st xavierville 1 qc. pls send help! #rescueph,R,2,urgent help needed
2.33E+17,"it hasn't stopped raining since lunch time. waist-deep floods again all over manila. take care, people!",R,2,urgent help needed
2.33E+17,@user hav a friend who badly needs help at #48 virgo st. villarica subd ortigas ext di na sila makalabas house pls rt #rescueph,R,2,urgent help needed
2.33E+17,@user #rescueph #reliefph please rt @user pls rt,"R,P",0,spread the word
2.33E+17,"@user emmanuel arcega, an engineering student from ust, is missing. please contact 09103866856. thank you. #rescueph",R,2,urgent help needed
2.33E+17,"@user we still accept donations (relief goods like clothes, water, ready-to-eat food, beddings). pls rt. #rescueph http:/ ...",R,2,urgent help needed
2.33E+17,@user knee high flood at pedro gil to pgh. #floodsph #mmda @user @user @user @user,R,2,urgent help needed
2.33E+17,@user [rp/rt]   #iskooperation : we will operate tom 8am at up chk gym. we will accept donations til 10pm today. #reliefph,"R,P",1,floods getting worse
2.33E+17,"pls @user obando bulacan esp.my family, needs food and clean water. flood chest deep inside our house. pls send them #rescueph",R,2,urgent help needed
2.33E+17,"@user bea bautista, (6 people with her including baby) 1223 maria christina st sampaloc manila #rescueph @user please rt",R,2,urgent help needed
2.33E+17,"@user excuse me, bea bautista, 6 people + including baby 1223 maria christina st sampaloc manila 09151492803 #rescueph @user ",R,2,urgent help needed
2.33E+17,"@user feeding program in bgy.silangan,qc ongoing. hot arroz caldo being served. donations still needed #reliefph",R,2,urgent help needed
2.33E+17,"@user rt @user #rescueph residents of villamor air base,pasay city needs help.",R,2,urgent help needed
2.33E+17,at least 16 fatalities in manila's floods,R,2,urgent help needed
2.33E+17,"@user bedans, heed the clarion call! drop off your donations at the students' lounge of sbca #reliefph",R,1,donations instructions
2.33E+17,"@user list of suspension announcements for august 9, 2012  #phalerts #rescueph",O,0,social tweet
2.33E+17,@user pls help matet reginaldo and her 2-week-old baby! lot4block3 villa olympia sto domingo cainta rizal #rescueph @pcdspo,R,2,urgent help needed
2.33E+17,@user australian tourists swim with kids in flooded lagusnilad #floodph,R,2,urgent help needed
2.33E+17,"mariano marcos memorial high school is now open for evacuation for those who are affected by the floods in sta. ana and pandacan, manila. :)",R,2,urgent help needed
2.33E+17,"number coding advisory: lifted for tomorrow (aug. 9, 2012) includes makati rt @user #floodsph #rescueph #prayfortheph",R,1,social tweet
2.33E+17,@user afternoon still raining? :( #reliefph #bangonpilipinas #prayforthephilippines,"R,P",0,need update
2.33E+17,"@user #reliefph 4 those hu want 2 don8 #pampanga im raising 38thou 4 h2o 4 2000fams in evac @ heroes hall csfp, 09175474848pls rt",R,2,urgent help needed
2.33E+17,"@user my sis,uncle&amp;untie &amp; their 3monthold baby nid rescue @user d exact add.hrstheircontct#&gt;09322205984.tnx! #rescueph",R,2,urgent help needed
2.33E+17,snow in africa. drought in america. flood in manila. volcanic eruption in new zealand. ohmyy. :o,O,0,global stress
2.33E+17,"@user snow in africa. drought in america. flood in manila. volcanic eruption in new zealand. seriously, what's next? :(",O,0,global stress
2.33E+17,@user @user #rescueph rt @user please send help. no elec. and supplies. phase 4 ng country homes cainta. abot le ...,R,2,urgent help needed
2.33E+17,does anyone have list of evacuation centers of flood victims in metro manila &amp; provinces so we can spread-out...,R,2,urgent help needed
2.33E+17,"@user if a lot of us donate even a little, kaya yan. #patakpatak #reliefph #redcross",R,2,urgent help needed
2.33E+17,@user #floodsph: cubao underpass now closed to traffic. | via @sandraguinaldo,R,1,traffic bc of floods
2.33E+17,"@user to all who can donate money, ua&amp;p hopes to buy a 70k boat for our relief operations. #reliefph @user @user h ...",R,2,urgent help needed
2.33E+17,"@user please help! jaja vigilia (ust educ student), 09159166833 #3 sampaguita st. ivc marikina city. #rescueph @user ",R,1,help needed
2.33E+17,"@user @user asap rescue in villa monteverde, brgy.nagbalon marilao, bulacan. please help to spread! #floodsph",R,1,help needed
2.33E+17,@user @user nagpuputukan na daw po ang live wires sa dapitan area. #rescueph,R,1,help needed
2.33E+17,updated link 19:26 please submit rescue requests here #rescueph,R,1,help needed
2.33E+17,"@user snow in africa, drought in usa, flood in manila, volcanic eruption in new zealand and earthquake in california. trust go ...",O,0,global stress
2.33E+17,"@user our thoughts are with the 800,000 people left homeless by floods in metro manila, philippines",R,2,urgent help needed
2.33E+17,"#rescueph rt @user @user my lola needs rescue,nastroke sya, curently evacuated in (cont)",R,2,urgent help needed
2.33E+17,@user have $2 to spare for flood victims? donate to tulong kabataan via paypal. just click this link: #reliefph,R,2,urgent help needed
2.33E+17,"tc news: with the wide damage caused by yesterday's flood in metro manila and the neighboring provinces, tzu chi (cont)",R,2,urgent help needed
2.33E+17,"@user pls rt bea bautista, (6 people+baby) 1223 maria christina st sampaloc manila #rescueph chest-deep water + live wire @user ",R,2,urgent help needed
2.33E+17,"@user rt @user advisory: number coding has been lifted for tomorrow (aug. 9, 2012). #floodsph","R,P",1,flood update
2.33E+17,"we're glad that our hon. mayor gerry calderon doing his job but angono, rizal needs help. #reliefph",R,1,help needed
2.33E+17,@user saludo ako sa mga rescuer. mas importante sa kanila makasagip ng tao kahit walang pahinga.  #rescueph,,,
2.33E+17,@user nakakatuwa ang mga #rescueph team.  ang galing sumagip ng buhay! #realheroes. #tvpatrol25,,,
2.33E+17,"@user intense drought in america, flood in manila, snow in africa, earthquake in cali, volcano eruption in nz!  #prayfortheworld",O,0,global stress
2.33E+17,"@user rt!! bea bautista 09151492803, (6 people with her including baby) 1223 maria christina st sampaloc manila #rescueph",R,2,urgent help needed
2.33E+17,@user @user de castro elem. school received relief goods from the mayor's office today. #reliefph,R,0,donations received
2.33E+17,"@user bacolod let's unite and support manila flood victims! you may drop your donations at victory robinsons, la salle, a ...",R,1,social union
2.33E+17,zalora ph accepting donations #reliefph via @pinterest,R,1,donations needed
2.33E+17,"@user @user @user bea bautista 09151492803 at dapitan area, nagpuputukan na live wires sa kanila #rescueph @user ",,,
2.33E+17,@user @user please rt bea bautista 09151492803(6 people+baby) 1223 maria christina st sampaloc manila #rescueph chestdeep + ...,,,
2.33E+17,"#reliefph: the following schools are now accepting donations: ua&amp;p, ateneo, lsgh, dlsz, up, ust, letran, dlsu, adamson, san beda &amp; enderun.",R,2,urgent help needed
2.33E+17,something i made earlier for those who want to donate goods. you can donate in kind to the phil. red cross. #reliefph ,R,0,donations needed
2.33E+17,"@user folks, eto na ang bagong #rescueph site. google-map based na instead of the spreadsheet. kudos to the team! pls rt h ...",R,1,location instructions
2.33E+17,man for all men! :) here we go. #csareliefops #reliefph,R,1,relief care
2.33E+17,@user @user @user @user please help me spread this:(( i can't be online this week #floodsph #rescueph http ...,R,0,spread the word
2.33E+17,"naabisuhan kaya ang mga tao dito sa amin? ilang beses ng may tumitirik na motor dito, ga-hita na kasi ang baha. #floodsph #mmda",,,
2.33E+17,"@user snow in africa, drought in usa, flood in manila, volcanic eruption in new zealand and earthquake in california. trust god ...",O,0,global stress
2.33E+17,#NAME?,,,
2.33E+17,#reliefph @commsoc_1213's aksyon kulasa: #sagipkababayan for more info...,R,0,info wanted
2.33E+17,"if you give canned goods, give can openers. #reliefph",R,1,donation instructions
2.33E+17,@user useful government information during natural disasters #phalerts #rescueph,R,1,government update
2.33E+17,"@user marcos hiway near filinvest -still not passable to light vehicles, flood water about 3ft deep.. #floodsph @mmda",R,2,urgent help needed
2.33E+17,"@user as of 12:17am, heavy rains over quezon city, san mateo, montalban and nearby areas. #floodsph",R,2,urgent help needed
2.33E+17,#NAME?,,,
2.33E+17,"may mangnganak. 35 malinis st. riverside subd. brgy. sto domingo, cainta rizal.tin maranan-09173398849 #rescueph @user @interaksyon",,,
2.33E+17,"@user @user urgent rescue assistance needed, bgy manggahan rodriguez/montalban rizal, flood waters rising fast po!!#rescueph",R,2,urgent help needed
2.33E+17,"no foods,water,electricity, my mga ahas n rin daw n lumulutang s 11luntan st cor butan st doa imelda araneta ave #reliefph @govph",R,2,urgent help needed
2.33E+17,@user rt @user #rescueph #rescue5ph marikina river is now 28.14 m above sea level! wake up!,R,2,urgent help needed
2.33E+17,@user rt @user rt @user #rescueph #rescue5ph marikina river is now 28.14 m above sea level! wake up!,R,2,urgent help needed
2.33E+17,@user #tulongkabataan advisory: press the right buttons #reliefph ,"R,P",1,public advisory
2.33E+17,residents near #marikina river: #evacuate to higher-ground now! move away from low-lying areas! #floodsph #phalerts #philippines,R,2,urgent help needed
2.33E+17,monsoon rain floods manila -,N,0,floods update
2.33E+17,@user people needing help may text @user at 09051456217 | 09293510068 | 09323608563. please retweet. #rescueph | via @pcdspo,"P,O",1,reach out if needed
2.33E+17,"#textrescueph: dulongbayan, san matero, rizal - flood above chest deep | 9152451549 #rescueph",R,2,urgent help needed
2.33E+17,#NAME?,,,
2.33E+17,keep calm.. think and act about more useful especially this kind of phenomenon.. #reliefph,O,0,plan actions
2.33E+17,"dear followers who are not in the philippines, please excuse my flooding. trying to do what i can to help my neighbors. :) #rescueph",O,0,social tweet
2.33E+17,@user please rt @user #rescueph pls pahelp naman po isang family sa #5 road 4 dona petra brgy tumana marikina city asa bub ...,,,
2.33E+17,@user people needing help may text @user at 09051456217 | 09293510068 | 09323608563. please retweet. #rescueph,"R,P",0,helpline info
2.33E+17,"@user @user camua family. 32 saint catherine street, provident village, marikina - family of 12 including 1 elderly #rescueph","R,P",2,urgent help needed
2.33E+17,"@user rt @user @user please help- erick habijan, 09175460405, 151 oxford street, provident village, markina #rescueph",R,2,urgent help needed
2.33E+17,@user people needing help may text @user at 09051456217 | 09293510068 | 09323608563. #rescueph #phalerts (via @pcdspo),"R,P",1,helpline info
2.33E+17,"@user if you need help, contact 09051456217/ 09293510068/ 09323608563 #rescueph pls rt!","R,P",1,helpline info
2.33E+17,@user updated emergency hotlines via @user #phalerts #rescueph | via @pcdspo,R,2,urgent help needed
2.33E+17,@user help!! 32 st. catherine street provident village. 09275053979. #rescueph @user @rescueph,R,2,urgent help needed
2.33E+17,monsoon rain floods manila,O,0,flood update
2.33E+17,@user winnipeg's filipino community to start disaster flood relief fundraising tmrw at the philippine-canadian centre at  ...,R,2,urgent help needed
2.33E+17,@user people needing help may text @user at 09051456217 | 09293510068 | 09323608563. #rescueph #phalerts,"R,P",1,helpline info
2.33E+17,"@user @user if you need help, contact 09051456217/ 09293510068/ 09323608563 #rescueph pls rt!","R,P",1,helpline info
2.33E+17,@user please rt. rescuers please! 3pax @ 50 cambridge st provident village #rescueph my dad &amp; 2 helpers!,R,2,urgent help needed
2.33E+17,@user @user @user people in 2846 lolo ambo st. villa alfonso pasig city needs food and water #rescueph,R,2,urgent help needed
2.33E+17,@user heavy rains in taguig as well rt @user its raining hard again in manila. stay safe guys. #floodsph,P,1,floods coming
2.33E+17,@user ateneo hs #reliefph: kitchen needs cooking oil. supplies running low. please rt,R,2,urgent help needed
2.33E+17,@user rt @user #rescueph pls help our friends in 414 nativity st. st. (cont),R,2,urgent help needed
2.33E+17,it's just sad how my posting in #rescueph never got a reply from people who are volunteering. #hoping my friend is okay.,N,0,social tweet
2.33E+17,@user i'm auctioning a cosplay for charity! 100% of this listing goes to the philippine flood disaster relief so please... ...,"R,P",0,collect donations
2.33E+17,"@user ateneo hs #reliefph kitchen. urgent need: trash bags, food containers, cooking oil and sporks. pls come w caps/head  ...",R,2,urgent help needed
2.33E+17,"@user @user @user @user @user hi, in need of help: janice alerta,san mateo rizal,09078585215 #rescueph #reliefph",R,2,urgent help needed
2.33E+17,"check red cross, dswd. rt @user where can i drop donations like canned goods and childrens clothes? (from laguna area)  #reliefph","R, P",1,donations query
2.33E+17,we have souther tagalog serve the people corps relief operation up at and #reliefph pls use :),R,2,urgent help needed
2.33E+17,"how to donate to red cross:   red &lt;space&gt; amount (5, 25, 50, 100, 300, 500, 1000) send to 2899 (globe) or 4143 (smart). #rescueph",R,1,donations instructions
2.33E+17,@user ateneo hs #reliefph: we still need food containers. used for food packs. anything spill-proof and ready-to-eat-from  ...,R,1,food donations needed
2.33E+17,follow @user for faster operations. :) #rescueph #reliefph @interaksyon,R,2,urgent help needed
2.33E+17,@user we need more relief goods here at dar quezon city. gawad kalinga hq! please rt! #reliefph @user @themayorlim,R,2,urgent help needed
2.33E+17,@user how's pinas? still raining? has the flood subsided?-yes ate anne. some parts ng metro manila flooded pa rin. nonstop rain dn po,R,1,update viewers
2.33E+17,#reliefph  for the philippines,"R,P",0,spread the word
2.33E+17,"@user #reliefph: the following schools are now accepting donations: ua&amp;p, ateneo, lsgh, dlsz, up, ust, letran, dlsu, ada ...",R,2,urgent help needed
2.33E+17,@user please rt #pnama needs donations and volunteers  #reliefph,R,2,urgent help needed
2.33E+17,@user my friend from saluysoy meycauayan bulacan needs help! malapit na daw sa 2nd floor ung baha doon. please rt this #rescueph,R,2,urgent help needed
2.33E+17,#NAME?,,,
2.33E+17,#NAME?,,,
2.33E+17,"rt: photo: floods in sampaloc, manila. the water is beginning to smell funky. |via @user - @user langoy oh!",P,1,changes in water
2.33E+17,"@user hi! 2 those who want 2 donate relief goods, clothes, toiletries, etc., bring them 2 chk gym in up diliman tom! pls rt #reliefph",R,2,urgent help needed
2.33E+17,"@user francis pelayo;bl5 lt6 eissenhower st,mcarthur vill, longos,malolos,bulacan. baby needs milk.flood is chest deep. #rescueph",R,2,urgent help needed
2.33E+17,@user @user p noval cor. espana knee deep floods @user @user #floodsph,R,2,urgent help needed
2.33E+17,"for every up planner purchased, p100 will be donated to disaster survivors via #iskooperation: #reliefph @kaisaup",R,2,urgent help needed
2.33E+17,@user pls help rt #rescueph #reliefph at gemini st. villariva subd. sto.domingo cainta (cont),"R,P",1,spread the word
2.33E+17,@user ang gamit ng color-coded warning signals ng pagasa #phalerts #rescueph,R,2,urgent help needed
2.33E+17,@user guys we need rubbing alcohol and medical supplies as well. thank you po! :) pls rt! :) #reliefph #bangonpilipinas ht ...,R,2,urgent help needed
2.33E+17,@user flood alert: recto manila: passable as of 12:30pm #mmda,R,2,urgent help needed
2.33E+17,"@user pls help rt #rescueph #reliefph at gemini st. villariva subd. sto.domingo cainta rizal still stranded,no food @user ",R,1,food donations needed
2.33E+17,"@user help victims of habagat. pls donate to the red cross.@user subs, please text red &lt;5,25,50,100 or 300&gt; to 2899 #rescueph",R,1,donations needed
2.33E+17,#NAME?,,,
2.33E+17,please rescue dr. g. tria @user village they are in need of boat #rescueph @user @user @user @user @kuyakim_atienza,R,2,urgent help needed
2.33E+17,@user relief efforts have stalled due to a shortage of goods. donations are needed at ua&amp;p. thank you! #unitas #reliefph  donate pls!,R,2,urgent help needed
2.33E+17,"@user ateneo hs #reliefph kitchen: we have distributed 6,070 meals, and 1200 to be delived. cooking rice now. need canned  ...",R,2,urgent help needed
2.33E+17,"@user help victims of habagat. pls donate to the red cross. globe subs, please text red &lt;5,25,50,100 or 300&gt; to 2899 #rescueph",R,1,donations needed
2.33E+17,"@user help victims of habagat. pls donate to the red cross. for smart, please text red &lt;10,25,50, or 100&gt; to 4143 #rescueph",R,1,donations needed
2.33E+17,"@user help needed in malabon. people need drinking water, ready-to-eat food &amp; meds.  #reliefph",R,2,urgent help needed
2.33E+17,"help habagat victims. pls donate to red cross.smart text red &lt;10,25,50,or 100&gt; to 4143. globe text red &lt;5,25,50,100or300&gt; to 2899. #rescueph",R,2,urgent help needed
2.33E+17,"@user ua&amp;p update (2:32pm): we need canned goods, tissue and biscuits. thank you! #reliefph",R,2,urgent help needed
2.33E+17,@user #rescueph rt @user pls help! joshua sebastian #148 kabayani rd. purok 4 malanday marikina. wounded. no food 3 days on r ...,R,2,urgent help needed
2.33E+17,@user atene hs #reliefph kitchen update as of 1:50 pm: we have donated a total of 5490 meal packs! woot! woot! #goateneo,R,2,urgent help needed
2.33E+17,nst news: appeal to help two million philippine flood victims: manila: philippine authorities appealed thursday ...,R,2,urgent help needed
2.33E+17,our simple way to help others... #reliefgood #rescueph #rice   @ richville place,R,2,urgent help needed
2.33E+17,a picture paints a thousand words. what a shot! rt @user #ust #flood #habagat ,"O,P",0,social post
2.33E+17,@user up doctors also here in baseco village giving medical assistance. kudos! god bless your efforts! #reliefph,P,0,doctors help
2.33E+17,"my mom &amp; the rest of our fil-italo community kabati are goin to help too just like what they did during ondoy. indeed, a bayanihan #rescueph",R,2,urgent help needed
2.34E+17,"@user @user advisory: truck ban is lifted tomorrow, friday august 10, for all trucks carrying food items. #mmda #floodsph","R,P",1,update on trucks
2.34E+17,bn: [updated] where to bring your donations or to volunteer #reliefph,R,1,voluteer instructions
2.34E+17,day 2 #iskooperation #reliefph,"R,P",0,social update
2.34E+17,@user i'm kinda sad &amp; worried about manila's current flood. it's gotten worse in some areas.,O,0,social tweet
2.34E+17,@user stay tuned for announcements. check the #reliefph,O,0,update coming soon
2.34E+17,@user they're bringing goods to hospitals that need help! go help them too? qc lang! @user --  #reliefph,R,1,donations and volunteers
2.34E+17,"@user pack you. yes, we still need you to pack our goodies at the up chk gym tomorrow morning! #reliefph",R,2,urgent help needed
2.34E+17,"@user [donate / #reliefph] pinoy b2utys (and even international ones) , we will be needing your help as beastph will be... http:/ ...",R,2,urgent help needed
2.34E+17,"clear skies reveal messy scope of philippine flood: manila, philippines     (ap) -- thousands of filipinos shove...","R,P",1,weather cooperating
2.34E+17,just got home from a relief goods operation #holcimphils #prayforphilippines #floodph,O,0,volunteer update
2.34E+17,hashtags help coordinate relief efforts in philippine floods va @mashable,R,1,spread the word
2.34E+17,@user #netsuite #grantee @user shares map of relief donation centers in ph. #reliefph,R,1,donation location
2.34E+17,@user after losing my home last year to a flood i know a little of what is ahead for the thousands of people in manila... h ...,"R,P",0,victim story
2.34E+17,phl seeks help to aid 2 million flood victims - via @user #floodph #reliefph,R,2,urgent help needed
2.34E+17,monsoon rain floods manila - in focus - the atlantic,R,2,urgent help needed
2.34E+17,manila begins cleanup after floods: cnn's alex zolbert gets a first hand look at the afterm...,"R,P",1,flood recovery
2.34E+17,#calumpit was titled as the #waterworld and for miles and miles was 10 under ft of flood water. #rescueph #b,R,2,urgent help needed
2.34E+17,@user manila hit by devastating floods  in pictures #philippines,"R,P",0,flood photo
2.34E+17,"@user philippine flood death toll rises to 60, government says - aap","R,P",0,floods getting worse
2.34E+17,@user we're still in need of 250bottles of water for our relief packs!hope you can donate!pls rt!thx! #reliefph @user ,R,2,urgent help needed
2.34E+17,@user @user rt @user isang lalaki  patay sa leptospirosis sa ospital ng maynila; 5 pa ginagamot #floodsph,,,
2.34E+17,@user @user @user cookies for a cause #reliefph :) try out our cookies in tomorrow's #13musicalbluerep @user ,P,0,fundraiser
2.34E+17,@user 2 million manila flood victims still have no food and clothing.  please rt these donation centers locations:,R,2,urgent help needed
2.34E+17,up red cross youth is continuously accepting donations in cash or kind. for bank &amp; online donations: #reliefph,R,2,donations needed
2.34E+17,"@user classes in #lpumanila will resume on saturday, august 11, 2012.#reliefph goods are accepted via security ofc or cosel @ m ...",R,1,donation point
2.34E+17,sneakers on auction to help manila flood victims #uae #news #dubai,R,1,fundraiser
2.34E+17,@user bluerep's helping to raise money for the flood victims. watch the 8pm show of #13musicalbluerep tom for #reliefph! prou ...,R,0,money raised update
2.34E+17,@user missing :( #rescueph please rt @user @user @user @user @user @user ...,R,0,vague tweet
2.34E+17,konting click lang makakadonate ka na! #tulongkabataan via paypal. just click this link: #reliefph,R,0,money donation
2.34E+17,"@user [donate/ #reliefph] let's live to our name b2utys, be beautiful inside and out. donate and help the flood... ...",O,0,vague tweet
2.34E+17,"aug 11 shows: tix for 3pm, p200 tix for 8pm, p500, all profits donated to #reliefph contact 09175002462 for tickets.",R,0,profit donated
2.34E+17,manila residents clean up after deadly floods,R,0,flood clean up
2.34E+17,"@user aug 11 shows: tix for 3pm, p200 tix for 8pm, p500, all profits donated to #reliefph contact 09175002462 for tickets. ...",R,0,profit donated
2.34E+17,@user #reliefph rt san antonio still open. urgent need for volunteers today to load &amp; deploy to pampanga/bulacan/cainta.  ...,R,1,volunteers needed
2.34E+17,check out available relief ops #reliefph,"R,O",0,resource given
2.34E+17,"@user #reliefph ua&amp;p (pearl drive, ortigas, pasig) is a drop off point for donations. thank you very much to our generous don ...",R,0,donation point
2.34E+17,@user tandaan: panandalian lang ang lunas na kaya ng #reliefph. kailangan ng strategic program / reforms to prevent disasters and  ...,R,0,disaster prevention
2.34E+17,#NAME?,,,
2.34E+17,"done marikina,on our way to valenzuela bulacan with #teamcalayan #rmq77foundation #reliefph",O,0,daily life update
2.34E+17,@user manila should use this  #phspeaksup aqua barrier - large flood protection barrier used during yorks flooding uk http:/ ...,R,1,new resource given
2.35E+17,please follow @user for updates on relief operations &amp; how you can help in your own little way. #reliefph #bangonpilipinas,"R,P",1,reach out for help
2.35E+17,residents clean up muck-ridden manila after floods - times live,R,0,flood clean up
2.35E+17,@user rt @user notice from angat dam office: please be alert and take necessary precautions. #floodsph,"R,P",1,be alert
2.35E+17,@user fulfilling day @user #reliefph #bangonph   @ dswd nroc,R,0,positive tweet
2.35E+17,@user rt @user surfers distributing relief goods in rizal with their long boards. @user #reliefph,R,0,relief goods given
2.35E+17,@user rt @user the next severe weather bulletin will be issued at 11pm tonight. #floodsph,"R,P",1,flood soon
2.35E+17,#NAME?,,,
2.35E+17,@user volunteers are very much welcome for the #reliefph operations at the mabini hall. please coordinate with cosel and tangha ...,R,2,volunteers needed
2.35E+17,"eu, canada release aid money for phl flood victims: european union and canada are supporting philippine efforts...",R,0,money raised
2.35E+17,"we need more goods, volunteers - #reliefph operation centers -",R,0,volunteers needed
2.35E+17,@user man during  floods in manila moves dogs from roof of house to rescue boat.courtesy of helped by animals... ...,R,0,animals helped
2.35E+17,@user pagasa 6pm advisory: yellow warning for metro manila. moderate-heavy rains in next 3 hours. possible floods in low-lying  ...,R,2,flood soon
2.35E+17,@user pagasa 9pm advisory: yellow warning for metro manila. moderate-heavy rains in next 3 hours. floods possible.,R,2,day to day activities disruption
2.35E+17,seeds of hope amidst philippine floods: rice that can survive underwater,"R,P",0,getting better
2.36E+17,@user pagasa 11:10am advisory: yellow warning for metro manila. moderate-heavy rains in next 3 hours. floods possible.,R,2,day to day activities disruption
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
